Name,Description,Muscles Involved,Related Conditions,Structures Involved,URL
Patrick Step Up,"This is a knee extensor strengthening exercise that focuses on terminal knee extension. Start by standing on a stack of weight plates, stepper, or low plyobox. Stand on the step with one leg so that the heel is flat on the step. Have the non-target leg resting on the floor just in front of the step. Extend the elevated foot’s knee to raise the bottom foot off of the floor. Extend the knee to full extension and slowly return to start position by bending the knee.","QuadricepsVastus Medialis Oblique (VMO), Vastus Medialis Oblique (VMO)","Patellar Tendinitis / Quadriceps Tendinitis, Patellofemoral Pain Syndrome, ITB Syndrome, Jumper’s Knee / Runner’s Knee, Osgood-Schlatter’s Disease",N/A,https://www.rehabhero.ca/exercise/patrick-step-up
Kneeling Groin Slider,"This exercise is an eccentric control hip adductor exercise. In order to do this exercise correctly it is important to maintain a slow tempo as you slide your leg out. Step onto a slider or hand towel (if on hard flooring), and slide out your foot. Make sure to maintain downward pressure on the disc with your foot and minimize the amount of weight is in your non-slider leg. Drive your foot down into the floor and pull it into your midline to recruit your inner thigh muscles.","Hip AdductorsPectineusAdductor MagnusAdductor LongusAdductor BrevisGracilis, Pectineus, Adductor Magnus, Adductor Longus, Adductor Brevis, Gracilis","Mechanical Knee Pain, Pes Anserine Bursitis, Chronic Low Back Pain, MCL Tear (Late Stage Rehab), Medial Meniscus Tear, Groin Strain, Hip Adductor Strain",N/A,https://www.rehabhero.ca/exercise/kneeling-groin-slider
Swiss Ball Adductor Curl,This is a hip adductor stability and eccentric strengthening exercise. Start by supporting one knee with the Swiss Ball or Stability Ball. Keep the core braced to maintain a neutral spine. Slowly roll the ball out to the side while opening up your hips. Go as far as tolerable and pull the knee back in to engage the inner thigh in a concentric contraction.,"Hip AdductorsGracillisAdductor MagnusAdductor BrevisAdductor LongusPectineus, Gracillis, Adductor Magnus, Adductor Brevis, Adductor Longus, Pectineus","Pes Anserine Bursitis, MCL Tear, Medial Meniscus Tear, Groin Strain, Hip Adductor Strain",N/A,https://www.rehabhero.ca/exercise/swiss-ball-adductor-curl
Swiss Ball Adductor Press,This is an isometric strengthening and stability exercise for the muscles of the inner thigh and groin. Start by lying down on your side with your top foot on a Swiss Ball / Stability Ball. Contract the inner thigh muscles by pressing the foot into the ball to compress it against the floor. Hold a maximal tolerable contraction for 5-7 seconds and gradually relax before completing your next repetition.,"Hip AdductorsGracillisAdductor MagnusAdductor BrevisAdductor LongusPectineus, Gracillis, Adductor Magnus, Adductor Brevis, Adductor Longus, Pectineus","Pes Anserine Bursitis, MCL Tear, Medial Meniscus Tear, Groin Strain, Hip Adductor Strain",N/A,https://www.rehabhero.ca/exercise/swiss-ball-adductor-press
High to Low Wood Chop,This is a strengthening exercise for the spinal rotators. Anchor a strength band to a stable object at roughly shoulder height while you are standing and use both hands to grip onto it. Start with your hands at shoulder height and trunk rotated towards the band. Keep your elbows straight and lower both hands towards the opposite hip while rotating through the trunk. Keep the hips facing forward to isolate the movement to your core muscles.,"CoreTransversus AbdominisInternal ObliqueExternal Oblique, Transversus Abdominis, Internal Oblique, External Oblique","Strength and Conditioning, Core Workout, Non-specific Low Back Pain, Thoracolumbar Syndrome, Sacroiliac Joint Syndrome",N/A,https://www.rehabhero.ca/exercise/high-to-low-wood-chop
Half Kneel Pallof Press,This exercise is used to build anti-rotation stability through the spine. This exercise can be done with a band or cable pulley system. Anchor a band down to the side on a stable object and go into a half kneel position. Hold the band at the middle of your chest while it has some tension. Press your hands forward directly in front of you at roughly chest height and hold for 5-10 seconds or for 3-5 deep breaths. Keep your shoulders stacked directly above the hips and hold a upright neutral spine.,"Quadratus Lumborum, Obliques, Core, Multifidus, Lateral Line, Spiral Line","Idiopathic Scoliosis / Functional Scoliosis, Quadratus Lumborum Strain, Oblique Strain, Chronic Low Back Pain, Sacroiliac Joint Syndrome, Squat Warm Up",N/A,https://www.rehabhero.ca/exercise/half-kneel-pallof-press-1
Pigeon Pose,This is a stretch for the front leg’s glutes. Rotate your front thigh so that the knee faces outwards from the body and keep the shin planted on the ground. Have the other leg straight out behind you. Drop the hip towards the ground and support your body with your hands. Keep the spine neutral to isolate the stretch to the hips. Take 3-5 deep breaths or hold for 20-30 seconds and switch sides.,"Gluteus Maximus, Piriformis","Piriformis Syndrome, Hip Spine Syndrome, Low Back Pain, Sacroiliac Joint Syndrome",N/A,https://www.rehabhero.ca/exercise/pigeon-pose
Hamstring Hip Hinge Stretch,This is a stretch exercise for the muscles of the posterior thigh. Place one foot on a stable object like a Plyo Box or exercise bench. Keep the spine neutral and bend forwards at the hip to engage in a stretch. Hold a light stretch for 20-30 seconds while focusing on your breathe to relax the muscles. You may repeat this for 2-3 repetitions with a minimum of 30 seconds of rest between repetitions.,"HamstringsBiceps FemorisSemitendinosusSemimembranosus, Biceps Femoris, Semitendinosus, Semimembranosus","Chronic Low Back Pain, Lower Cross Syndrome, Hamstring Strain, Running Warm Up, Strength and Conditioning",N/A,https://www.rehabhero.ca/exercise/hamstring-hip-hinge-stretch
90 Degrees Internal Rotation,This is a shoulder strengthening exercise that targets the internal rotators in an concentric contraction. Anchor a band behind you at roughly head height. Keep the elbow abducted to shoulder height start with your forearm vertical with the floor. Grip onto the free end of the band and take a step forwards to add tension to the band. Pull the band by internally rotating the shoulder until it is parallel to the floor. Slowly return to starting position to complete a repetition.,"Rotator CuffSubscapularis, Subscapularis","Rotator Cuff Tear / Rotator Cuff Tendinitis, Dynamic Shoulder Instability, Shoulder Impingement, Glenohumeral Joint Labral Tear, Shoulder Dislocation / Shoulder Subluxation, Posterior Capsule Impingement",N/A,https://www.rehabhero.ca/exercise/90-degrees-internal-rotation
90 Degrees External Rotation,This is a shoulder strengthening exercise that targets the external rotators in an concentric contraction. Anchor a band in front of you at roughly head height. Keep the elbow abducted to shoulder height start with your forearm parallel with the floor. Grip onto the free end of the band and take a step backwards to add tension to the band. Pull the band by externally rotating the shoulder until it is perpendicular to the floor (90 degrees external rotation). Slowly return to starting position to complete a repetition.,"Rotator CuffTeres MinorInfraspinatus, Teres Minor, Infraspinatus","Rotator Cuff Tear / Rotator Cuff Tendinitis, Dynamic Shoulder Instability, Shoulder Impingement, Glenohumeral Joint Labral Tear, Shoulder Dislocation / Shoulder Subluxation",N/A,https://www.rehabhero.ca/exercise/90-degrees-external-rotation
Elevated Single Leg Bridge,"This is a single leg hip extension strengthening exercise. Lie down on your back, place your heels on an exercise bench or Plyo Box and bend both knees to 90 degrees. Raise the non-target leg off the ground into 90 degrees hip flexion. Keep the target leg’s heel planted and drive it downwards to raise the pelvis off the ground. Keep the spine neutral by bracing the core prior to lifting up the pelvis.","Gluteus Maximus, Hamstrings","Hip Bursitis, External Snapping Hip Syndrome, Hip Spine Syndrome, Squat Warm Up, Lower Kinetic Pain Syndrome, Glute Amnesia",N/A,https://www.rehabhero.ca/exercise/elevated-single-leg-bridge
RNT Abduction Step Up,This is a Reactive Neuromuscular Training technique used to increase hip abductor activation for knee stability. This exercise requires a Plyo Box or stair step to complete. Place one foot on a Plyo Box with a band looped around the outer knee and anchored to a stable object beside you. Keep the knee in line with the middle of your foot and step up onto the Plyo Box. Step back down with the free leg while keeping the banded knee in line with the middle for your foot.,"Quadriceps, Hip AbductorsGluteus MaximusGluteus MediusGluteus Minimus, Gluteus Maximus, Gluteus Medius, Gluteus Minimus","Squat Warm Up, Strength and Conditioning, Jumper’s Knee / Runner’s Knee, ITB Syndrome, Patellofemoral Pain Syndrome, Meniscus Tear, ACL Tear / PCL Tear, LCL Tear",N/A,https://www.rehabhero.ca/exercise/rnt-abduction-step-up
RNT Adduction Step Up,This is a Reactive Neuromuscular Training technique used to increase hip adductor activation for knee stability. This exercise requires a Plyo Box or stair step to complete. Place one foot on a Plyo Box with a band looped around the inner knee and anchored to a stable object beside you. Keep the knee in line with the middle of your foot and step up onto the Plyo Box. Step back down with the free leg while keeping the banded knee in line with the middle for your foot.,"Quadriceps, Gluteus Maximus, Hip AdductorsAdductor MagnusAdductor Longus Adductor BrevisPectineus, Adductor Magnus, Adductor Longus, Adductor Brevis, Pectineus","Squat Warm Up, Strength and Conditioning, Jumper’s Knee / Runner’s Knee, Pes Anserine Bursitis, Patellofemoral Pain Syndrome, Meniscus Tear, ACL Tear / PCL Tear",N/A,https://www.rehabhero.ca/exercise/rnt-adduction-step-up
Alternating Calf Raise Squat,This is a calf strengthening and balance exercise. Take a wide based squat stance and support your upper body by placing your hands on your knees. Raise one heel off of the ground maximally and hold for 3-5 seconds. Alternate sides by simultaneously lowering the raised heel back to the ground and raising the opposite heel off of the ground. Repeat as required.,"CalvesGastrocnemiusSoleusTibialis Posterior, Gastrocnemius, Soleus, Tibialis Posterior, Intrinsic Foot Muscles","Ankle Sprain, Plantar Fasciitis, Tibialis Posterior Tendinitis, Posterior Shin Splints",N/A,https://www.rehabhero.ca/exercise/alternating-calf-raise-squat
Couch Stretch,"This is a knee flexor stretch that uses a couch, chair or step stool as an assistive device. Start in a half knee position with the target leg’s foot elevated on a couch. Keep the spine neutral and posteriorly tilt the pelvis slightly. Sit back towards your heel to feel a stretch at the front of your thigh. Hold a light stretch for 20-30 seconds. You may repeat up to 3 times with at least 30 seconds of rest between repetitions.","QuadricepsRectus Femoris, Rectus Femoris","Runner’s Knee, Jumper’s Knee, Patellofemoral Pain Syndrome, Quadriceps Tendinitis / Patellar Tendinitis, Meniscus Tear, ACL Sprain, Low Back Pain, Anterior Pelvic Tilt, Lower Cross Syndrome",N/A,https://www.rehabhero.ca/exercise/couch-stretch
Bent Knee Calf Stretch,This exercises uses a kettlebell to prop the forefoot to target the muscles of your calf. A bent knee is utilized to target the soleus over the gastrocnemius. Place your foot in the loop of a kettlebell and keep the heel on the ground. Step forward with your other leg to feel a stretch in the leg looped into the kettlebell.,N/A,"Calf Strain, Ankle Sprain, Achilles Tendinopathy","Calves GastrocnemiusSoleus, Gastrocnemius, Soleus, Achilles Tendon",https://www.rehabhero.ca/exercise/bent-knee-calf-stretch
Wall Ball Infinity Symbol,"This is a shoulder stability exercise that aims to build tolerance to overhead movements. Start by placing a Swiss ball against the wall and hold it in place with your arm. From a kneeling tripod position, compress the ball into the wall and move it in an infinity symbol pattern.",N/A,"Dynamic Shoulder Instability, Posterior Capsule Impingement, Biceps Tendinitis / Biceps Tendinopathy, Subacromial Impingement / Shoulder Impingement, Rotator Cuff Tear / Rotator Cuff Tendinitis, Posterior Capsule Impingement, Scapular Winging / Scapular Dyskinesia","Rotator Cuff, Trapezius, Deltoids, Serratus Anterior",https://www.rehabhero.ca/exercise/wall-ball-infinity-symbol
Wall Ball Figure 8,"This is a shoulder stability exercise that aims to build tolerance to overhead movements. Start by placing a Swiss ball against the wall and hold it in place with your arm. From a kneeling tripod position, compress the ball into the wall and move it in a figure 8 pattern.",N/A,"Dynamic Shoulder Instability, Posterior Capsule Impingement, Biceps Tendinitis / Biceps Tendinopathy, Subacromial Impingement / Shoulder Impingement, Rotator Cuff Tear / Rotator Cuff Tendinitis, Posterior Capsule Impingement, Scapular Winging / Scapular Dyskinesia","Rotator Cuff, Trapezius, Deltoids, Serratus Anterior",https://www.rehabhero.ca/exercise/wall-ball-figure-8
Wall Ball Shoulder Stars,"This is a shoulder stability exercise that aims to build tolerance to overhead movements. Start by placing a Swiss ball against the wall and hold it in place with your arm. From a kneeling tripod position, compress the ball into the wall and move it in a star pattern.",N/A,"Dynamic Shoulder Instability, Posterior Capsule Impingement, Biceps Tendinitis / Biceps Tendinopathy, Subacromial Impingement / Shoulder Impingement, Rotator Cuff Tear / Rotator Cuff Tendinitis, Posterior Capsule Impingement, Scapular Winging / Scapular Dyskinesia","Rotator Cuff, Trapezius, Deltoids, Serratus Anterior",https://www.rehabhero.ca/exercise/wall-ball-shoulder-stars
Wall Ball Shoulder Squares,"This is a shoulder stability exercise that aims to build tolerance to overhead movements. Start by placing a Swiss ball against the wall and hold it in place with your arm. From a kneeling tripod position, compress the ball into the wall and move it in a square pattern.",N/A,"Dynamic Shoulder Instability, Posterior Capsule Impingement, Biceps Tendinitis / Biceps Tendinopathy, Subacromial Impingement / Shoulder Impingement, Rotator Cuff Tear / Rotator Cuff Tendinitis, Posterior Capsule Impingement, Scapular Winging / Scapular Dyskinesia","Rotator Cuff, Trapezius, Deltoids, Serratus Anterior",https://www.rehabhero.ca/exercise/wall-ball-shoulder-squares
Wall Ball Shoulder Circles,"This is a shoulder stability exercise that aims to build tolerance to overhead movements. Start by placing a Swiss ball against the wall and hold it in place with your arm. From a kneeling tripod position, compress the ball into the wall and move it in a circular pattern.",N/A,"Dynamic Shoulder Instability, Posterior Capsule Impingement, Biceps Tendinitis / Biceps Tendinopathy, Subacromial Impingement / Shoulder Impingement, Rotator Cuff Tear / Rotator Cuff Tendinitis, Posterior Capsule Impingement, Scapular Winging / Scapular Dyskinesia","Rotator Cuff, Trapezius, Deltoids, Serratus Anterior",https://www.rehabhero.ca/exercise/wall-ball-shoulder-circles
Swiss Ball Jackknives,This is a core strengthening exercise that is also use to dissociate lumbar flexion from hip flexion. Start in a tall plank position with your shins on a Swiss ball and hands placed below the shoulders. Pull the knees towards your chest while keeping the spine neutral. Slowly extend the hips to return to starting position to complete a repetition.,"CoreTransverse Abdominis, Transverse Abdominis, Iliopsoas","Hip Spine Syndrome, Internal Snapping Hip Syndrome, Hip Impingement, Iliopsoas Tendinitis / Tendinopathy, Superficial Front Line Dysfunction",N/A,https://www.rehabhero.ca/exercise/swiss-ball-jackknives
Side Plank Crunch,This is a spinal lateral flexor strengthening exercise and exercise progression of the SIDE PLANK exercise. Start in a side plank position by supporting the body with one elbow and leg. Raise the top leg by bending the knee and pulling it towards your top arm’s elbow. Return to starting position to complete a repetition.,"ObliquesInternal ObliqueExternal Oblique, Internal Oblique, External Oblique, Quadratus Lumborum (QL)","Myofascial Pain Syndrome Quadratus Lumborum, Obliques Strain, Strength and Conditioning, Serratus Posterior Inferior Strain, Sacroiliac joint Syndrome",N/A,https://www.rehabhero.ca/exercise/side-plank-crunch
McGill Crunch,This is a core strengthening exercise that modifies the conventional crunch to minimize lumbar compression. Lie down on the floor in a crook lying position but having one leg straight and the other knee bent with the foot flat on the floor. Place both hands below the small of the low back and complete a crunch by lifting your upper back off of the floor.,Rectus Abdominis,"Mechanical Low Back Pain, Acute Low Back Pain, Nonspecific Low Back Pain, Core Endurance",N/A,https://www.rehabhero.ca/exercise/mcgill-crunch
Half Side Plank,This is a core stability exercise for the lateral flexors (anti-lateral flexion) of the spine. Start in a half side plank position by supporting the body with one elbow and knee. Keep the spine in neutral and be sure that the hips and shoulders are both squared forwards.,"ObliquesInternal ObliqueExternal Oblique, Internal Oblique, External Oblique, Quadratus Lumborum (QL)","Myofascial Pain Syndrome Quadratus Lumborum, Obliques Strain, Strength and Conditioning, Serratus Posterior Inferior Strain, Sacroiliac joint Syndrome",N/A,https://www.rehabhero.ca/exercise/half-side-plank
Banded Cervical Distraction,This is a band assisted cervical distraction exercise that is used to decrease axial compression in the cervical facet joints and cervical discs. Loop a heavy strength band under the base of your skull while lie down on your back. Relax the muscles of the neck to allow the band to gentle pull and distract the cervical spine. This distraction can be held for 20-30 seconds and repeated 2-3 times.,N/A,"Cervical Facet Syndrome, Cervical Disc Herniation, Cervical Disc Bulge, Neck Associated Disorder (NAD), Whiplash Associated Disorder (WAD)","Cervical Facet Joints, Cervical Disc",https://www.rehabhero.ca/exercise/banded-cervical-distraction
Towel Cervical Distraction,This is a partner assisted cervical distraction exercise that is used to decrease axial compression in the cervical facet joints and cervical discs. Have a partner loop a towel under the base of your skull while lie down on your back. Your partner may then gently pull the hands towards each other to use the towel to grasp the head. From here a gentle pull can be applied to distract the cervical spine. This distraction can be held for 20-30 seconds and repeated 2-3 times.,N/A,"Cervical Facet Syndrome, Cervical Disc Herniation, Cervical Disc Bulge, Neck Associated Disorder (NAD), Whiplash Associated Disorder (WAD)","Cervical Facet Joints, Cervical Disc",https://www.rehabhero.ca/exercise/towel-cervical-distraction
Floor Angel,This is a posture and upper back and shoulder strengthening exercise. This is also an effort-level based exercise - the more effort you put into it the more difficult the exercise becomes. Lie down on your back in crook position (knees bent with feet flat on the floor). Keep your arms next to your body at 90 degrees shoulder abduction and anchor your elbows and wrists to the floor. Slide your forearm along the floor to an overhead position while maintaining floor contact with your elbows and wrists. Return back to starting position to complete a repetition.,"Rhomboids, Trapezius, Levator Scapulae, Posterior Deltoids, Rotator Cuff","Shoulder Impingement, Rotatory Cuff Tear, Upper Cross Syndrome, Thoracic Outlet Syndrome",N/A,https://www.rehabhero.ca/exercise/floor-angel
Chin Tuck,"This exercise targets the deep neck flexors and is used as a cue to maintain neutral cervical spine. The Deep Neck Flexors are at the front of the neck and help with correcting forward head posture which may alleviate pain at the back of the neck or headaches. To do this exercise with good form, keep the forehead in line with the chin so that it is vertical with the ground. You can perform this seated or standing position.","Deep Neck Flexors, Sternocleidomastoid, Scalenes","Headaches, Forward Head Posture, Upper Cross Syndrome, Text Neck / Nerd Neck, Thoracic Outlet Syndrome (TOS), Brachial Plexopathy, Cervical Disc Herniation, TMJ Syndrome",N/A,https://www.rehabhero.ca/exercise/chin-tuck
Archer Push Up,This is an exercise progression of the Push Up exercise. This exercise is used to slowly progress to a full single arm pushup. Start by putting your hands on the floor wider than shoulder distance apart. Support the lower half of your body with the balls of your toes (be sure to use anti-slip flooring to keep your feet stable). Hold a neutral spine and slowly lower the body while simultaneously leaning towards one arm and outstretching the other arm beside you. you may rotate your head to look at your outstretch arm. Generally your non-sliding hand should be at your nipple line at the bottom of the movement. Push up while pulling the outstretched arm back in and keeping the core braced.,"Pectoralis Major / Pectoralis Minor, Anterior Deltoids, Serratus Anterior","AC Joint Sprain, Rotator Cuff Tear, Shoulder Impingement, Long Head Biceps Tendinopathy, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/archer-push-up
Push Up Overhead Slide,This is an exercise progression of the Push Up exercise. This exercise is used to slowly progress to a full single arm pushup. Start by putting your hands on the floor wider than shoulder distance apart. Place one hand on a slider disc or hand towel. Support the lower half of your body with the balls of your toes (be sure to use anti-slip flooring to keep your feet stable). Hold a neutral spine and slowly lower the body while simultaneously sliding one hand overhead. Generally your non-sliding hand should be at your nipple line at the bottom of the movement. Push up while pulling the arm back in and keeping the core braced.,"Pectoralis Major / Pectoralis Minor, Anterior Deltoids, Serratus Anterior","AC Joint Sprain, Rotator Cuff Tear, Shoulder Impingement, Long Head Biceps Tendinopathy, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/push-up-overhead-slide
Knee Push Up Overhead Slide,This is an exercise regression of the Push Up exercise. This exercise is used to slowly progress to a full pushup. Start by putting your hands on the floor wider than shoulder distance apart. Place one hand on a slider disc or hand towel. Support the lower half of your body with your knees (be sure to use padded flooring to decrease pressure on the knees). Hold a neutral spine and slowly lower the body while simultaneously sliding one hand overhead. Generally your non-sliding hand should be at your nipple line at the bottom of the movement. Push up while pulling the arm back in and keeping the core braced.,"Pectoralis Major / Pectoralis Minor, Anterior Deltoids, Serratus Anterior","AC Joint Sprain, Rotator Cuff Tear, Shoulder Impingement, Long Head Biceps Tendinopathy, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/knee-push-up-overhead-slide
Push Up,This a chest and core strengthening exercise that uses the body weight as resistance. Start by putting your hands on the floor wider than shoulder distance apart. Support the lower half of your body with balls of your toes. Hold a neutral spine and slowly lower the body. Generally your hands should be at your nipple line at the bottom of the movement. Push up while keeping the core braced.,"Pectoralis Major / Pectoralis Minor, Anterior Deltoids, Serratus Anterior","AC Joint Sprain, Rotator Cuff Tear, Shoulder Impingement, Long Head Biceps Tendinopathy, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/push-up
Knee Push Up,This is an exercise regression of the Push Up exercise. This exercise is used to slowly progress to a full pushup. Start by putting your hands on the floor wider than shoulder distance apart. Support the lower half of your body with your knees (be sure to use padded flooring to decrease pressure on the knees). Hold a neutral spine and slowly lower the body. Generally your hands should be at your nipple line at the bottom of the movement. Push up while keeping the core braced.,"Pectoralis Major / Pectoralis Minor, Anterior Deltoids, Serratus Anterior","AC Joint Sprain, Rotator Cuff Tear, Shoulder Impingement, Long Head Biceps Tendinopathy, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/knee-push-up
4 Month Supine Belly Breathing,"This is a breathing technique to reduce Apical Chest Breathing related neck and low back pain. Lie down on your back with your hips and knees flexed to 90 degrees and feet elevate with a chair, bench, stool or sofa. Place one hand on your chest and the other on your belly. Lift your feet off of the chair and take a deep breath in while raising the hand on your belly towards the ceiling. Attempt to do so without raising the top hand towards your head.","Diaphragm, Abdominal WallTransversus Abdominis, Transversus Abdominis","Apical Chest Breathing, Neck Associated Disorder, Lumbar Facet Syndrome, Rib Flaring / Open Scissor Posture, Lower Cross Syndrome, Anterior Pelvic Tilt, Brachial Plexus Impingement / Brachial Plexopathy, Thoracic Outlet Syndrome, Cervical Facet Syndrome, Stress Management",N/A,https://www.rehabhero.ca/exercise/4-month-supine-belly-breathing
Tibialis Posterior Release,This is a self massage for the inferior portion of the tibialis posterior muscle. Start by sitting with the target leg’s ankle supported with your other knee. Place a massage ball on the inner aspect of your shin bone and apply pressure within tolerable limits. Start with the ball at the mid point of your shin and work your way down to the foot 1 inch at a time. Dorsiflex and plantarflex the ankle to get an active release of the muscle. Complete 3-5 slow repetitions per tender spot.,"Tibialis Posterior, Flexor Hallucis Longus, Flexor Digitorum Longus","Posterior Shin Splints, Tibialis Posterior Tendinitis / Tendinopathy, Plantar Fasciitis, Functional Over Pronation of Medial Longitudinal Arches, Lower Kinetic Chain Pain Syndrome",N/A,https://www.rehabhero.ca/exercise/tibialis-posterior-release
Wall Ball Split Squat,This is a hip abduction Reactive Neuromuscular Training exercise. Place a Swiss Ball against the wall and anchor it in place with the outer aspect of the target hip’s knee. Press your knee into the Swiss Ball with maximal effort as you complete a SPLIT SQUAT.,"Hip AbductorsGluteus MaximusGluteus MediusGluteus MinimusTensor Fascial Latae (TFL), Gluteus Maximus, Gluteus Medius, Gluteus Minimus, Tensor Fascial Latae (TFL), Quadriceps","Squat Hip Shift, Hip Osteoarthritis, Hip Labral Tear, Total Hip Replacement, External Snapping Hip Syndrome, Sacroiliac Joint Syndrome, Greater Trochanteric Pain Syndrome / Bursitis, Glute Amnesia, Pseudo Sciatica, Gluteal Tendinopathy, ITB Syndrome, Knocked Knees / Genu Valgum",N/A,https://www.rehabhero.ca/exercise/wall-ball-split-squat
Heel Walk,This is an ankle dorsiflexor strengthening exercise. Start by raising the balls of your toes off of the ground to stand on your heels. Proceed to walk forwards 10-20 steps without allowing your forefoot to touch the ground. Be sure to maximally dorsiflex the foot during the entirety of this exercise.,"Tibialis Anterior, Extensor Hallucis Longus (EHL), Extensor Digitorum Longus (EDL)","Anterior Shin Splits, Ankle Sprain, Chronic Ankle Sprain, Anterior Chain Dysfunction, Superficial Front Line Dysfunction, Mechanical Knee Pain",N/A,https://www.rehabhero.ca/exercise/heel-walk
Banded Ankle Eversion,This is a strengthening exercise for the everters of the ankle. Start by looping an exercise band around the mid foot of the target ankle and hold the other end with the opposite hand. Keep both legs bent at roughly 90 degrees while sitting on a comfortable surface. Evert the ankle by getting the bottom of your foot to move away from your body’s mid line.,"Fibularis Longus / Peroneus Longus, Fibularis Brevis / Peroneus Brevis, Extensor Digitorum Longus","Peroneal Tendinitis / Fibularis Tendinitis, Anterior Shin Splints, Inversion Ankle Sprain, Chronic Ankle Sprain",N/A,https://www.rehabhero.ca/exercise/banded-ankle-eversion-1
Wall Ball Hip Opener,This is a hip abduction Reactive Neuromuscular Training exercise. Place a Swiss Ball against the wall and anchor it in place with the outer aspect of the target hip’s knee. Press your knee into the Swiss Ball with maximal effort as you go down into a half squat. Maintain abduction pressure and rotate the pelvis away from the wall to activate the hip in external rotation. Slowly rotate back so that your pelvis is aligned parallel to the wall to complete a repetition.,"Hip AbductorsGluteus MaximusGluteus Medius, Gluteus Maximus, Gluteus Medius, Piriformis","Squat Hip Shift, Hip Osteoarthritis, Hip Labral Tear, Total Hip Replacement, External Snapping Hip Syndrome, Sacroiliac Joint Syndrome, Greater Trochanteric Pain Syndrome / Bursitis, Glute Amnesia, Pseudo Sciatica, Gluteal Tendinopathy, ITB Syndrome, Knocked Knees / Genu Valgum",N/A,https://www.rehabhero.ca/exercise/wall-ball-hip-opener
Wall Ball Squat,This is a hip abduction Reactive Neuromuscular Training exercise. Place a Swiss Ball against the wall and anchor it in place with the outer aspect of the target hip’s knee. Press your knee into the Swiss Ball with maximal effort as you complete an air squat.,"Hip AbductorsGluteus MaximusGluteus MediusGluteus MinimusTensor Fascial Latae (TFL), Gluteus Maximus, Gluteus Medius, Gluteus Minimus, Tensor Fascial Latae (TFL), Quadriceps","Squat Hip Shift, Hip Osteoarthritis, Hip Labral Tear, Total Hip Replacement, External Snapping Hip Syndrome, Sacroiliac Joint Syndrome, Greater Trochanteric Pain Syndrome / Bursitis, Glute Amnesia, Pseudo Sciatica, Gluteal Tendinopathy, ITB Syndrome, Knocked Knees / Genu Valgum",N/A,https://www.rehabhero.ca/exercise/wall-ball-squat-1
Side Kick Wall Slide,This is a strengthening exercise for the hip abductors in the frontal plane. Lie down on your side with both knees straight and a towel anchored to the wall with your heel. Raise the top leg directly to the side without rotating the pelvis or leg forwards or backwards while applying pressure backwards into the wall. Go for maximum range and hold the top position for up to 2 seconds before lowering.,"Glutes Gluteus MaximusGluteus MediusGluteus Minimus, Gluteus Maximus, Gluteus Medius, Gluteus Minimus, Tensor Fascia Latae (TFL)","Hip Osteoarthritis, Hip Labral Tear, Total Hip Replacement, External Snapping Hip Syndrome, Sacroiliac Joint Syndrome, Greater Trochanteric Pain Syndrome / Bursitis, Glute Amnesia, Pseudo Sciatica, Gluteal Tendinopathy, ITB Syndrome, Knocked Knees / Genu Valgum",N/A,https://www.rehabhero.ca/exercise/side-kick-wall-slide
Reverse Curl,This is a strengthening exercise for the common wrist extensors and elbow flexors. Start by holding a dumbbell with a palms down grip. Keep the elbow directly below of your shoulder during this exercise and keep your core braced to hold a neutral spine. Raise the weight by bending the elbow and keep the wrists in neutral. Lower the weight back down without swaying the arm or body to complete a repetition.,"Biceps Brachii, Brachialis, Brachioradialis, Common Wrist ExtensorsExtensor Carpi Radialis BrevisExtensor Carpi Radialis LongusExtensor Carpi UlnarisExtensor DigitorumExtensor Digiti Minimi, Extensor Carpi Radialis Brevis, Extensor Carpi Radialis Longus, Extensor Carpi Ulnaris, Extensor Digitorum, Extensor Digiti Minimi","Tennis Elbow, Lateral Epicondylitis, Biceps Strain",N/A,https://www.rehabhero.ca/exercise/reverse-curl
Hammer Curl & Punch,This exercise combines both the HAMMER CURL and DUMBBELL PUNCH exercise to create a compound movement to strengthen the elbow and shoulder flexors. This exercise may be completed while sitting or standing. Start by holding a dumbbell in mid-pronation (thumbs up grip). Start with your elbows directly below your shoulder. Bend the elbow to raise the weight to 90 degrees elbow flexion without shifting the elbow forwards or backwards. Keep the core braced to hold a neutral spine. Then raise the elbow to shoulder height while simultaneously straightening out the elbow. The raised position will have the fist directly in front of the shoulder. Briefly hold this position for 1-2 seconds and then reverse all steps to lower the weight back down to starting position.,"Biceps BrachiiLong Head Biceps, Long Head Biceps, Anterior Deltoids, Coracobrachialis, Brachialis","Biceps Tendinitis, SLAP Lesion, Brachialis Strain, Biceps Strain, Long Head Biceps Tendon Instability",N/A,https://www.rehabhero.ca/exercise/hammer-curl-amp-punch
